model,condition,seed,variant,variant_group,run_type,family,run_name,auroc,ap,f1,precision,recall,accuracy,best_val_auroc,tp,fp,tn,fn,n,n_pos,best_epoch
finbert,qa,2024,trunc-middle,truncation,ablation,finbert_qa_trunc-middle,finbert_qa_s2024_trunc-middle,0.5625,0.4837701187701188,0.3529411764705882,0.4285714285714285,0.3,0.5769230769230769,0.6166666666666667,3.0,4.0,12.0,7.0,26.0,10.0,3.0
finbert,qa,0,lowlr,hyperparam,ablation,finbert_qa_lowlr,finbert_qa_s0_lowlr,0.425,0.3737881562881563,0.25,0.3333333333333333,0.2,0.5384615384615384,0.3,2.0,4.0,12.0,8.0,26.0,10.0,3.0
finbert,qa,1,lowlr,hyperparam,ablation,finbert_qa_lowlr,finbert_qa_s1_lowlr,0.73125,0.7591348265261308,0.1818181818181818,1.0,0.1,0.6538461538461539,0.5111111111111111,1.0,0.0,16.0,9.0,26.0,10.0,1.0
finbert,qa,42,lowlr,hyperparam,ablation,finbert_qa_lowlr,finbert_qa_s42_lowlr,0.459375,0.4907441471571906,0.3333333333333333,0.375,0.3,0.5384615384615384,0.8388888888888889,3.0,5.0,11.0,7.0,26.0,10.0,1.0
finbert,qa,55,lowlr,hyperparam,ablation,finbert_qa_lowlr,finbert_qa_s55_lowlr,0.59375,0.5159224263868227,0.5714285714285714,0.5454545454545454,0.6,0.6538461538461539,0.4416666666666666,6.0,5.0,11.0,4.0,26.0,10.0,7.0
finbert,qa,111,lowlr,hyperparam,ablation,finbert_qa_lowlr,finbert_qa_s111_lowlr,0.3874999999999999,0.3674655392206543,0.0,0.0,0.0,0.5769230769230769,0.788888888888889,0.0,1.0,15.0,10.0,26.0,10.0,2.0
finbert,qa,123,lowlr,hyperparam,ablation,finbert_qa_lowlr,finbert_qa_s123_lowlr,0.45625,0.415689416792358,0.375,0.5,0.3,0.6153846153846154,0.35,3.0,3.0,13.0,7.0,26.0,10.0,9.0
finbert,qa,345,lowlr,hyperparam,ablation,finbert_qa_lowlr,finbert_qa_s345_lowlr,0.36875,0.381025641025641,0.3,0.3,0.3,0.4615384615384615,0.4444444444444445,3.0,7.0,9.0,7.0,26.0,10.0,3.0
finbert,qa,789,lowlr,hyperparam,ablation,finbert_qa_lowlr,finbert_qa_s789_lowlr,0.375,0.3629484112378849,0.2666666666666666,0.4,0.2,0.5769230769230769,0.5388888888888889,2.0,3.0,13.0,8.0,26.0,10.0,3.0
finbert,qa,999,lowlr,hyperparam,ablation,finbert_qa_lowlr,finbert_qa_s999_lowlr,0.64375,0.67328173374613,0.4615384615384615,1.0,0.3,0.7307692307692307,0.6944444444444444,3.0,0.0,16.0,7.0,26.0,10.0,4.0
finbert,qa,2024,lowlr,hyperparam,ablation,finbert_qa_lowlr,finbert_qa_s2024_lowlr,0.3687499999999999,0.371619105532149,0.3333333333333333,0.375,0.3,0.5384615384615384,0.3999999999999999,3.0,5.0,11.0,7.0,26.0,10.0,9.0
finbert,qa,0,frozen,hyperparam,ablation,finbert_qa_frozen,finbert_qa_s0_frozen,0.43125,0.3922808332018859,0.1538461538461538,0.3333333333333333,0.1,0.5769230769230769,0.3111111111111111,1.0,2.0,14.0,9.0,26.0,10.0,9.0
finbert,qa,1,frozen,hyperparam,ablation,finbert_qa_frozen,finbert_qa_s1_frozen,0.4875,0.3918769220975103,0.0,0.0,0.0,0.6153846153846154,0.3722222222222223,0.0,0.0,16.0,10.0,26.0,10.0,4.0
finbert,qa,42,frozen,hyperparam,ablation,finbert_qa_frozen,finbert_qa_s42_frozen,0.53125,0.4507493091703617,0.0,0.0,0.0,0.5384615384615384,0.3416666666666667,0.0,2.0,14.0,10.0,26.0,10.0,1.0
finbert,qa,55,frozen,hyperparam,ablation,finbert_qa_frozen,finbert_qa_s55_frozen,0.396875,0.3585267183796595,0.1428571428571428,0.25,0.1,0.5384615384615384,0.3833333333333333,1.0,3.0,13.0,9.0,26.0,10.0,4.0
finbert,qa,111,frozen,hyperparam,ablation,finbert_qa_frozen,finbert_qa_s111_frozen,0.4875,0.432985961407014,0.4444444444444444,0.3529411764705882,0.6,0.4230769230769231,0.3944444444444444,6.0,11.0,5.0,4.0,26.0,10.0,29.0
finbert,qa,123,frozen,hyperparam,ablation,finbert_qa_frozen,finbert_qa_s123_frozen,0.43125,0.415509768009768,0.0,0.0,0.0,0.5769230769230769,0.3722222222222222,0.0,1.0,15.0,10.0,26.0,10.0,11.0
finbert,qa,345,frozen,hyperparam,ablation,finbert_qa_frozen,finbert_qa_s345_frozen,0.40625,0.3636949746160273,0.4666666666666667,0.35,0.7,0.3846153846153846,0.3055555555555556,7.0,13.0,3.0,3.0,26.0,10.0,4.0
finbert,qa,789,frozen,hyperparam,ablation,finbert_qa_frozen,finbert_qa_s789_frozen,0.49375,0.4195622506148821,0.2666666666666666,0.4,0.2,0.5769230769230769,0.2833333333333333,2.0,3.0,13.0,8.0,26.0,10.0,1.0
finbert,qa,999,frozen,hyperparam,ablation,finbert_qa_frozen,finbert_qa_s999_frozen,0.5375,0.457026862026862,0.0,0.0,0.0,0.5769230769230769,0.5722222222222222,0.0,1.0,15.0,10.0,26.0,10.0,1.0
finbert,qa,2024,frozen,hyperparam,ablation,finbert_qa_frozen,finbert_qa_s2024_frozen,0.4062499999999999,0.3596421935552371,0.4375,0.3181818181818182,0.7,0.3076923076923077,0.3333333333333333,7.0,15.0,1.0,3.0,26.0,10.0,5.0
finbert,scripted,0,default,default,default_sweep,finbert_scripted,finbert_scripted_s0,0.2626262626262626,0.2909327175102576,0.1904761904761904,0.2,0.1818181818181818,0.4137931034482758,0.5599999999999999,2.0,8.0,10.0,9.0,29.0,11.0,2.0
finbert,scripted,1,default,default,default_sweep,finbert_scripted,finbert_scripted_s1,0.3308080808080808,0.3285285276664587,0.3478260869565217,0.3333333333333333,0.3636363636363636,0.4827586206896552,0.7474999999999999,4.0,8.0,10.0,7.0,29.0,11.0,2.0
finbert,scripted,2,default,default,default_sweep,finbert_scripted,finbert_scripted_s2,0.3282828282828283,0.3475368718329057,0.2857142857142857,0.2352941176470588,0.3636363636363636,0.3103448275862069,0.735,4.0,13.0,5.0,7.0,29.0,11.0,3.0
finbert,scripted,7,default,default,default_sweep,finbert_scripted,finbert_scripted_s7,0.1868686868686868,0.2728085632508421,0.0,0.0,0.0,0.5172413793103449,0.6900000000000001,0.0,3.0,15.0,11.0,29.0,11.0,1.0
finbert,scripted,11,default,default,default_sweep,finbert_scripted,finbert_scripted_s11,0.3838383838383838,0.3588287638287638,0.3333333333333333,0.3076923076923077,0.3636363636363636,0.4482758620689655,0.69,4.0,9.0,9.0,7.0,29.0,11.0,6.0
finbert,scripted,13,default,default,default_sweep,finbert_scripted,finbert_scripted_s13,0.5252525252525253,0.4894800489120976,0.1666666666666666,1.0,0.0909090909090909,0.6551724137931034,0.785,1.0,0.0,18.0,10.0,29.0,11.0,8.0
finbert,scripted,22,default,default,default_sweep,finbert_scripted,finbert_scripted_s22,0.2929292929292929,0.3016227469714123,0.2608695652173913,0.25,0.2727272727272727,0.4137931034482758,0.6925000000000001,3.0,9.0,9.0,8.0,29.0,11.0,4.0
finbert,scripted,33,default,default,default_sweep,finbert_scripted,finbert_scripted_s33,0.4191919191919192,0.3806675502600267,0.2352941176470588,0.3333333333333333,0.1818181818181818,0.5517241379310345,0.74,2.0,4.0,14.0,9.0,29.0,11.0,8.0
finbert,scripted,42,default,default,default_sweep,finbert_scripted,finbert_scripted_s42,0.3636363636363636,0.3712742455702794,0.2857142857142857,0.2352941176470588,0.3636363636363636,0.3103448275862069,0.795,4.0,13.0,5.0,7.0,29.0,11.0,4.0
finbert,scripted,44,default,default,default_sweep,finbert_scripted,finbert_scripted_s44,0.2828282828282828,0.3271512012891323,0.2307692307692307,0.2,0.2727272727272727,0.3103448275862069,0.66,3.0,12.0,6.0,8.0,29.0,11.0,2.0
finbert,scripted,55,default,default,default_sweep,finbert_scripted,finbert_scripted_s55,0.2929292929292929,0.3114348103320996,0.3448275862068966,0.2777777777777778,0.4545454545454545,0.3448275862068966,0.7050000000000001,5.0,13.0,5.0,6.0,29.0,11.0,2.0
finbert,scripted,66,default,default,default_sweep,finbert_scripted,finbert_scripted_s66,0.5101010101010102,0.443317230273752,0.4,0.4444444444444444,0.3636363636363636,0.5862068965517241,0.6025,4.0,5.0,13.0,7.0,29.0,11.0,6.0
finbert,scripted,77,default,default,default_sweep,finbert_scripted,finbert_scripted_s77,0.2373737373737373,0.2846105548011174,0.0,0.0,0.0,0.5172413793103449,0.6549999999999999,0.0,3.0,15.0,11.0,29.0,11.0,2.0
finbert,scripted,88,default,default,default_sweep,finbert_scripted,finbert_scripted_s88,0.3737373737373737,0.3277203344419975,0.3703703703703703,0.3125,0.4545454545454545,0.4137931034482758,0.6375,5.0,11.0,7.0,6.0,29.0,11.0,3.0
finbert,scripted,99,default,default,default_sweep,finbert_scripted,finbert_scripted_s99,0.1666666666666666,0.2679387125551125,0.0869565217391304,0.0833333333333333,0.0909090909090909,0.2758620689655172,0.615,1.0,11.0,7.0,10.0,29.0,11.0,1.0
finbert,scripted,100,default,default,default_sweep,finbert_scripted,finbert_scripted_s100,0.3459595959595959,0.3187947921643573,0.0,0.0,0.0,0.4137931034482758,0.7875,0.0,6.0,12.0,11.0,29.0,11.0,9.0
finbert,scripted,111,default,default,default_sweep,finbert_scripted,finbert_scripted_s111,0.4292929292929293,0.3967322934714239,0.2857142857142857,0.2352941176470588,0.3636363636363636,0.3103448275862069,0.7150000000000001,4.0,13.0,5.0,7.0,29.0,11.0,3.0
finbert,scripted,123,default,default,default_sweep,finbert_scripted,finbert_scripted_s123,0.2222222222222222,0.2837443051549634,0.2,0.2222222222222222,0.1818181818181818,0.4482758620689655,0.63,2.0,7.0,11.0,9.0,29.0,11.0,1.0
finbert,scripted,234,default,default,default_sweep,finbert_scripted,finbert_scripted_s234,0.3181818181818182,0.3460765043105452,0.2222222222222222,0.2857142857142857,0.1818181818181818,0.5172413793103449,0.645,2.0,5.0,13.0,9.0,29.0,11.0,2.0
finbert,scripted,345,default,default,default_sweep,finbert_scripted,finbert_scripted_s345,0.2626262626262626,0.295791464427828,0.1176470588235294,0.1666666666666666,0.0909090909090909,0.4827586206896552,0.505,1.0,5.0,13.0,10.0,29.0,11.0,1.0
finbert,scripted,456,default,default,default_sweep,finbert_scripted,finbert_scripted_s456,0.4797979797979798,0.3872531508895145,0.0,0.0,0.0,0.5862068965517241,0.5900000000000001,0.0,1.0,17.0,11.0,29.0,11.0,1.0
finbert,scripted,567,default,default,default_sweep,finbert_scripted,finbert_scripted_s567,0.2499999999999999,0.2919701034650139,0.0,0.0,0.0,0.4137931034482758,0.665,0.0,6.0,12.0,11.0,29.0,11.0,5.0
finbert,scripted,678,default,default,default_sweep,finbert_scripted,finbert_scripted_s678,0.2626262626262626,0.3204494811091513,0.375,0.2857142857142857,0.5454545454545454,0.3103448275862069,0.605,6.0,15.0,3.0,5.0,29.0,11.0,2.0
finbert,scripted,789,default,default,default_sweep,finbert_scripted,finbert_scripted_s789,0.2676767676767677,0.3657905469482969,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.4482758620689655,0.6175,3.0,8.0,10.0,8.0,29.0,11.0,1.0
finbert,scripted,890,default,default,default_sweep,finbert_scripted,finbert_scripted_s890,0.202020202020202,0.275480742248845,0.1052631578947368,0.125,0.0909090909090909,0.4137931034482758,0.615,1.0,7.0,11.0,10.0,29.0,11.0,1.0
finbert,scripted,901,default,default,default_sweep,finbert_scripted,finbert_scripted_s901,0.297979797979798,0.3745558753736483,0.2962962962962963,0.25,0.3636363636363636,0.3448275862068966,0.5800000000000001,4.0,12.0,6.0,7.0,29.0,11.0,3.0
finbert,scripted,999,default,default,default_sweep,finbert_scripted,finbert_scripted_s999,0.3383838383838384,0.4058957655847608,0.2857142857142857,0.3,0.2727272727272727,0.4827586206896552,0.785,3.0,7.0,11.0,8.0,29.0,11.0,10.0
finbert,scripted,2024,default,default,default_sweep,finbert_scripted,finbert_scripted_s2024,0.303030303030303,0.3051894731776716,0.0,0.0,0.0,0.5517241379310345,0.54,0.0,2.0,16.0,11.0,29.0,11.0,1.0
finbert,scripted,2025,default,default,default_sweep,finbert_scripted,finbert_scripted_s2025,0.308080808080808,0.3777222083818785,0.2857142857142857,0.2352941176470588,0.3636363636363636,0.3103448275862069,0.6450000000000001,4.0,13.0,5.0,7.0,29.0,11.0,2.0
finbert,scripted,2026,default,default,default_sweep,finbert_scripted,finbert_scripted_s2026,0.3080808080808081,0.3167127485309303,0.2857142857142857,0.2352941176470588,0.3636363636363636,0.3103448275862069,0.67,4.0,13.0,5.0,7.0,29.0,11.0,3.0
finbert,scripted,0,trunc-head,truncation,ablation,finbert_scripted_trunc-head,finbert_scripted_s0_trunc-head,0.4368686868686868,0.3486709376306655,0.0,0.0,0.0,0.5517241379310345,0.54,0.0,2.0,16.0,11.0,29.0,11.0,7.0
finbert,scripted,1,trunc-head,truncation,ablation,finbert_scripted_trunc-head,finbert_scripted_s1_trunc-head,0.5934343434343434,0.4793040293040293,0.5263157894736842,0.3703703703703703,0.9090909090909092,0.3793103448275862,0.8250000000000001,10.0,17.0,1.0,1.0,29.0,11.0,3.0
finbert,scripted,42,trunc-head,truncation,ablation,finbert_scripted_trunc-head,finbert_scripted_s42_trunc-head,0.6616161616161615,0.6321844821844822,0.5454545454545454,0.4090909090909091,0.8181818181818182,0.4827586206896552,0.7300000000000001,9.0,13.0,5.0,2.0,29.0,11.0,2.0
finbert,scripted,55,trunc-head,truncation,ablation,finbert_scripted_trunc-head,finbert_scripted_s55_trunc-head,0.4318181818181817,0.3525496500077391,0.5263157894736842,0.3703703703703703,0.9090909090909092,0.3793103448275862,0.6475,10.0,17.0,1.0,1.0,29.0,11.0,1.0
finbert,scripted,111,trunc-head,truncation,ablation,finbert_scripted_trunc-head,finbert_scripted_s111_trunc-head,0.7070707070707071,0.618734335839599,0.6206896551724138,0.5,0.8181818181818182,0.6206896551724138,0.8150000000000001,9.0,9.0,9.0,2.0,29.0,11.0,1.0
finbert,scripted,123,trunc-head,truncation,ablation,finbert_scripted_trunc-head,finbert_scripted_s123_trunc-head,0.3838383838383838,0.3325602996725991,0.4827586206896552,0.3888888888888889,0.6363636363636364,0.4827586206896552,0.4649999999999999,7.0,11.0,7.0,4.0,29.0,11.0,2.0
finbert,scripted,345,trunc-head,truncation,ablation,finbert_scripted_trunc-head,finbert_scripted_s345_trunc-head,0.4242424242424243,0.352051652051652,0.1176470588235294,0.1666666666666666,0.0909090909090909,0.4827586206896552,0.5700000000000001,1.0,5.0,13.0,10.0,29.0,11.0,5.0
finbert,scripted,789,trunc-head,truncation,ablation,finbert_scripted_trunc-head,finbert_scripted_s789_trunc-head,0.494949494949495,0.3941361668634395,0.0,0.0,0.0,0.6206896551724138,0.65,0.0,0.0,18.0,11.0,29.0,11.0,2.0
finbert,scripted,999,trunc-head,truncation,ablation,finbert_scripted_trunc-head,finbert_scripted_s999_trunc-head,0.5631313131313131,0.4281216258488985,0.5263157894736842,0.3703703703703703,0.9090909090909092,0.3793103448275862,0.73,10.0,17.0,1.0,1.0,29.0,11.0,1.0
finbert,scripted,2024,trunc-head,truncation,ablation,finbert_scripted_trunc-head,finbert_scripted_s2024_trunc-head,0.4343434343434343,0.3463542518087973,0.0,0.0,0.0,0.5862068965517241,0.52,0.0,1.0,17.0,11.0,29.0,11.0,1.0
finbert,scripted,0,trunc-middle,truncation,ablation,finbert_scripted_trunc-middle,finbert_scripted_s0_trunc-middle,0.4949494949494949,0.3926024967152183,0.0,0.0,0.0,0.5172413793103449,0.5850000000000001,0.0,3.0,15.0,11.0,29.0,11.0,2.0
finbert,scripted,1,trunc-middle,truncation,ablation,finbert_scripted_trunc-middle,finbert_scripted_s1_trunc-middle,0.4545454545454546,0.3672312044707397,0.2105263157894736,0.25,0.1818181818181818,0.4827586206896552,0.4975,2.0,6.0,12.0,9.0,29.0,11.0,1.0
finbert,scripted,42,trunc-middle,truncation,ablation,finbert_scripted_trunc-middle,finbert_scripted_s42_trunc-middle,0.303030303030303,0.3044830546411574,0.0,0.0,0.0,0.5172413793103449,0.5650000000000001,0.0,3.0,15.0,11.0,29.0,11.0,2.0
finbert,scripted,55,trunc-middle,truncation,ablation,finbert_scripted_trunc-middle,finbert_scripted_s55_trunc-middle,0.404040404040404,0.405472186314157,0.4516129032258064,0.35,0.6363636363636364,0.4137931034482758,0.81,7.0,13.0,5.0,4.0,29.0,11.0,1.0
finbert,scripted,111,trunc-middle,truncation,ablation,finbert_scripted_trunc-middle,finbert_scripted_s111_trunc-middle,0.4494949494949495,0.3762758953814594,0.1904761904761904,0.2,0.1818181818181818,0.4137931034482758,0.7200000000000001,2.0,8.0,10.0,9.0,29.0,11.0,3.0
finbert,scripted,123,trunc-middle,truncation,ablation,finbert_scripted_trunc-middle,finbert_scripted_s123_trunc-middle,0.5707070707070707,0.5544449475279516,0.375,0.6,0.2727272727272727,0.6551724137931034,0.4649999999999999,3.0,2.0,16.0,8.0,29.0,11.0,1.0
finbert,scripted,345,trunc-middle,truncation,ablation,finbert_scripted_trunc-middle,finbert_scripted_s345_trunc-middle,0.4898989898989898,0.4571806160604675,0.4444444444444444,0.375,0.5454545454545454,0.4827586206896552,0.435,6.0,10.0,8.0,5.0,29.0,11.0,2.0
finbert,scripted,789,trunc-middle,truncation,ablation,finbert_scripted_trunc-middle,finbert_scripted_s789_trunc-middle,0.6161616161616161,0.4938197097020625,0.5185185185185185,0.4375,0.6363636363636364,0.5517241379310345,0.6525000000000001,7.0,9.0,9.0,4.0,29.0,11.0,1.0
finbert,scripted,999,trunc-middle,truncation,ablation,finbert_scripted_trunc-middle,finbert_scripted_s999_trunc-middle,0.3282828282828283,0.315565278665079,0.4848484848484848,0.3636363636363636,0.7272727272727273,0.4137931034482758,0.5700000000000001,8.0,14.0,4.0,3.0,29.0,11.0,1.0
finbert,scripted,2024,trunc-middle,truncation,ablation,finbert_scripted_trunc-middle,finbert_scripted_s2024_trunc-middle,0.4343434343434343,0.4054170773771499,0.2666666666666666,0.5,0.1818181818181818,0.6206896551724138,0.6,2.0,2.0,16.0,9.0,29.0,11.0,4.0
finbert,scripted,0,lowlr,hyperparam,ablation,finbert_scripted_lowlr,finbert_scripted_s0_lowlr,0.2424242424242424,0.2865051944700517,0.1111111111111111,0.1428571428571428,0.0909090909090909,0.4482758620689655,0.625,1.0,6.0,12.0,10.0,29.0,11.0,3.0
finbert,scripted,1,lowlr,hyperparam,ablation,finbert_scripted_lowlr,finbert_scripted_s1_lowlr,0.404040404040404,0.3489127783617142,0.3478260869565217,0.3333333333333333,0.3636363636363636,0.4827586206896552,0.745,4.0,8.0,10.0,7.0,29.0,11.0,2.0
finbert,scripted,42,lowlr,hyperparam,ablation,finbert_scripted_lowlr,finbert_scripted_s42_lowlr,0.2575757575757575,0.2903631164157479,0.1111111111111111,0.1428571428571428,0.0909090909090909,0.4482758620689655,0.65,1.0,6.0,12.0,10.0,29.0,11.0,9.0
finbert,scripted,55,lowlr,hyperparam,ablation,finbert_scripted_lowlr,finbert_scripted_s55_lowlr,0.409090909090909,0.3386405937789337,0.4516129032258064,0.35,0.6363636363636364,0.4137931034482758,0.72,7.0,13.0,5.0,4.0,29.0,11.0,1.0
finbert,scripted,111,lowlr,hyperparam,ablation,finbert_scripted_lowlr,finbert_scripted_s111_lowlr,0.3484848484848485,0.3311402389033967,0.3448275862068966,0.2777777777777778,0.4545454545454545,0.3448275862068966,0.645,5.0,13.0,5.0,6.0,29.0,11.0,2.0
finbert,scripted,123,lowlr,hyperparam,ablation,finbert_scripted_lowlr,finbert_scripted_s123_lowlr,0.2323232323232323,0.2805053481971039,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.3793103448275862,0.61,2.0,9.0,9.0,9.0,29.0,11.0,1.0
finbert,scripted,345,lowlr,hyperparam,ablation,finbert_scripted_lowlr,finbert_scripted_s345_lowlr,0.2575757575757575,0.2969116823539611,0.1904761904761904,0.2,0.1818181818181818,0.4137931034482758,0.575,2.0,8.0,10.0,9.0,29.0,11.0,3.0
finbert,scripted,789,lowlr,hyperparam,ablation,finbert_scripted_lowlr,finbert_scripted_s789_lowlr,0.2676767676767677,0.317098737413139,0.1052631578947368,0.125,0.0909090909090909,0.4137931034482758,0.645,1.0,7.0,11.0,10.0,29.0,11.0,4.0
finbert,scripted,999,lowlr,hyperparam,ablation,finbert_scripted_lowlr,finbert_scripted_s999_lowlr,0.3787878787878788,0.3331060017423654,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.4482758620689655,0.6950000000000001,3.0,8.0,10.0,8.0,29.0,11.0,3.0
finbert,scripted,2024,lowlr,hyperparam,ablation,finbert_scripted_lowlr,finbert_scripted_s2024_lowlr,0.2222222222222222,0.2849291072836118,0.2,0.2222222222222222,0.1818181818181818,0.4482758620689655,0.615,2.0,7.0,11.0,9.0,29.0,11.0,3.0
finbert,scripted,0,frozen,hyperparam,ablation,finbert_scripted_frozen,finbert_scripted_s0_frozen,0.1464646464646464,0.2611334763240389,0.0833333333333333,0.0769230769230769,0.0909090909090909,0.2413793103448276,0.625,1.0,12.0,6.0,10.0,29.0,11.0,1.0
finbert,scripted,1,frozen,hyperparam,ablation,finbert_scripted_frozen,finbert_scripted_s1_frozen,0.2904040404040403,0.2999770813086882,0.4444444444444444,0.375,0.5454545454545454,0.4827586206896552,0.6575000000000001,6.0,10.0,8.0,5.0,29.0,11.0,1.0
finbert,scripted,42,frozen,hyperparam,ablation,finbert_scripted_frozen,finbert_scripted_s42_frozen,0.1767676767676767,0.2673870735570901,0.0,0.0,0.0,0.5517241379310345,0.67,0.0,2.0,16.0,11.0,29.0,11.0,5.0
finbert,scripted,55,frozen,hyperparam,ablation,finbert_scripted_frozen,finbert_scripted_s55_frozen,0.2929292929292929,0.2974695091005251,0.3076923076923077,0.2666666666666666,0.3636363636363636,0.3793103448275862,0.6950000000000001,4.0,11.0,7.0,7.0,29.0,11.0,1.0
finbert,scripted,111,frozen,hyperparam,ablation,finbert_scripted_frozen,finbert_scripted_s111_frozen,0.2323232323232323,0.2900478391264816,0.3529411764705882,0.2608695652173913,0.5454545454545454,0.2413793103448276,0.725,6.0,17.0,1.0,5.0,29.0,11.0,1.0
finbert,scripted,123,frozen,hyperparam,ablation,finbert_scripted_frozen,finbert_scripted_s123_frozen,0.3181818181818182,0.3079603340650343,0.0952380952380952,0.1,0.0909090909090909,0.3448275862068966,0.63,1.0,9.0,9.0,10.0,29.0,11.0,1.0
finbert,scripted,345,frozen,hyperparam,ablation,finbert_scripted_frozen,finbert_scripted_s345_frozen,0.1767676767676767,0.2790680749788811,0.1176470588235294,0.1666666666666666,0.0909090909090909,0.4827586206896552,0.6849999999999999,1.0,5.0,13.0,10.0,29.0,11.0,18.0
finbert,scripted,789,frozen,hyperparam,ablation,finbert_scripted_frozen,finbert_scripted_s789_frozen,0.2323232323232323,0.2942153654324039,0.1333333333333333,0.25,0.0909090909090909,0.5517241379310345,0.675,1.0,3.0,15.0,10.0,29.0,11.0,13.0
finbert,scripted,999,frozen,hyperparam,ablation,finbert_scripted_frozen,finbert_scripted_s999_frozen,0.2121212121212121,0.2840082522841143,0.0,0.0,0.0,0.5517241379310345,0.6700000000000002,0.0,2.0,16.0,11.0,29.0,11.0,15.0
finbert,scripted,2024,frozen,hyperparam,ablation,finbert_scripted_frozen,finbert_scripted_s2024_frozen,0.202020202020202,0.2829555139355502,0.1176470588235294,0.1666666666666666,0.0909090909090909,0.4827586206896552,0.66,1.0,5.0,13.0,10.0,29.0,11.0,7.0
longformer,full,0,default,default,default_sweep,longformer_full,longformer_full_s0,0.4343434343434343,0.3660015741833923,0.0,0.0,0.0,0.5862068965517241,0.84,0.0,1.0,17.0,11.0,29.0,11.0,10.0
longformer,full,1,default,default,default_sweep,longformer_full,longformer_full_s1,0.5909090909090908,0.574029884257157,0.0,0.0,0.0,0.6206896551724138,0.7125,0.0,0.0,18.0,11.0,29.0,11.0,1.0
longformer,full,2,default,default,default_sweep,longformer_full,longformer_full_s2,0.7222222222222222,0.7219286460665771,0.0,0.0,0.0,0.6206896551724138,0.6024999999999999,0.0,0.0,18.0,11.0,29.0,11.0,2.0
longformer,full,7,default,default,default_sweep,longformer_full,longformer_full_s7,0.3686868686868688,0.4018448587929697,0.1538461538461538,0.5,0.0909090909090909,0.6206896551724138,0.585,1.0,1.0,17.0,10.0,29.0,11.0,9.0
longformer,full,11,default,default,default_sweep,longformer_full,longformer_full_s11,0.4999999999999999,0.4229084321475626,0.0,0.0,0.0,0.6206896551724138,0.78,0.0,0.0,18.0,11.0,29.0,11.0,3.0
longformer,full,13,default,default,default_sweep,longformer_full,longformer_full_s13,0.6843434343434344,0.6365469154168845,0.1666666666666666,1.0,0.0909090909090909,0.6551724137931034,0.5499999999999999,1.0,0.0,18.0,10.0,29.0,11.0,5.0
longformer,full,22,default,default,default_sweep,longformer_full,longformer_full_s22,0.4924242424242424,0.5452331193710503,0.0,0.0,0.0,0.6206896551724138,0.655,0.0,0.0,18.0,11.0,29.0,11.0,1.0
longformer,full,33,default,default,default_sweep,longformer_full,longformer_full_s33,0.6212121212121212,0.558847213392668,0.0,0.0,0.0,0.6206896551724138,0.6275,0.0,0.0,18.0,11.0,29.0,11.0,3.0
longformer,full,42,default,default,default_sweep,longformer_full,longformer_full_s42,0.6237373737373737,0.4808899719654869,0.0,0.0,0.0,0.6206896551724138,0.7474999999999999,0.0,0.0,18.0,11.0,29.0,11.0,1.0
longformer,full,44,default,default,default_sweep,longformer_full,longformer_full_s44,0.5075757575757576,0.3966612202556731,0.0,0.0,0.0,0.6206896551724138,0.625,0.0,0.0,18.0,11.0,29.0,11.0,5.0
longformer,full,55,default,default,default_sweep,longformer_full,longformer_full_s55,0.5151515151515151,0.4732617496919556,0.0,0.0,0.0,0.6206896551724138,0.5875,0.0,0.0,18.0,11.0,29.0,11.0,2.0
longformer,full,66,default,default,default_sweep,longformer_full,longformer_full_s66,0.4797979797979798,0.4163741836939328,0.0,0.0,0.0,0.6206896551724138,0.805,0.0,0.0,18.0,11.0,29.0,11.0,4.0
longformer,full,77,default,default,default_sweep,longformer_full,longformer_full_s77,0.5277777777777778,0.5108493744609897,0.0,0.0,0.0,0.6206896551724138,0.645,0.0,0.0,18.0,11.0,29.0,11.0,2.0
longformer,full,88,default,default,default_sweep,longformer_full,longformer_full_s88,0.4747474747474748,0.432931532069463,0.0,0.0,0.0,0.6206896551724138,0.655,0.0,0.0,18.0,11.0,29.0,11.0,5.0
longformer,full,99,default,default,default_sweep,longformer_full,longformer_full_s99,0.398989898989899,0.3427065190701555,0.0,0.0,0.0,0.6206896551724138,0.77,0.0,0.0,18.0,11.0,29.0,11.0,3.0
longformer,full,100,default,default,default_sweep,longformer_full,longformer_full_s100,0.5303030303030303,0.4366442335094372,0.2666666666666666,0.5,0.1818181818181818,0.6206896551724138,0.63,2.0,2.0,16.0,9.0,29.0,11.0,5.0
longformer,full,111,default,default,default_sweep,longformer_full,longformer_full_s111,0.6868686868686869,0.5877522961007534,0.0,0.0,0.0,0.6206896551724138,0.75,0.0,0.0,18.0,11.0,29.0,11.0,4.0
longformer,full,123,default,default,default_sweep,longformer_full,longformer_full_s123,0.6944444444444444,0.7116062098820719,0.0,0.0,0.0,0.6206896551724138,0.5349999999999999,0.0,0.0,18.0,11.0,29.0,11.0,1.0
longformer,full,234,default,default,default_sweep,longformer_full,longformer_full_s234,0.6565656565656566,0.6602403343782655,0.0,0.0,0.0,0.6206896551724138,0.865,0.0,0.0,18.0,11.0,29.0,11.0,2.0
